Time (s),Temp (K)
2746.3199999999997,304.37
2749.2599999999998,304.39
2752.26,304.39
2755.2599999999998,304.41999999999996
2758.2599999999998,304.44
2761.2000000000003,304.42999999999995
2764.2,304.45
2767.2,304.46
2770.14,304.47999999999996
2773.14,304.47999999999996
2776.14,304.5
2779.08,304.5
2782.08,304.52
2785.08,304.53
2788.02,304.53999999999996
2791.02,304.57
2794.02,304.59
2796.96,304.59
2799.96,304.62
2802.96,304.59999999999997
2805.96,304.62
2808.8999999999996,304.63
2811.9,304.64
2814.9,304.65
2817.9,304.66999999999996
2820.84,304.66999999999996
2823.84,304.69
2826.8399999999997,304.71
2829.7799999999997,304.71999999999997
2832.78,304.73999999999995
2835.7799999999997,304.73999999999995
2838.72,304.72999999999996
2841.7200000000003,304.75
2844.72,304.77
2847.66,304.78
2850.6600000000003,304.79999999999995
2853.66,304.78999999999996
2856.6,304.82
2859.6,304.83
2862.6,304.84999999999997
2865.54,304.85999999999996
2868.54,304.87
2871.54,304.88
2874.54,304.88
2877.48,304.91999999999996
2880.48,304.90999999999997
2883.48,304.91999999999996
2886.48,304.94
2889.4199999999996,304.95
2892.42,304.96999999999997
2895.42,304.96999999999997
2898.3599999999997,304.98999999999995
2901.36,304.98999999999995
2904.36,305.01
2907.2999999999997,305.03
2910.3,305.03999999999996
2913.3,305.06
2916.24,305.04999999999995
2919.2400000000002,305.08
2922.2400000000002,305.09999999999997
2925.18,305.09999999999997
2928.18,305.09999999999997
2931.1800000000003,305.13
2934.12,305.14
2937.12,305.14
2940.1200000000003,305.16999999999996
2943.12,305.16999999999996
2946.06,305.19
2949.0600000000004,305.21
2952.06,305.21999999999997
2955.0,305.21
2958.0,305.22999999999996
2961.0,305.24
2964.0,305.27
2966.94,305.27
2969.94,305.29999999999995
2972.94,305.30999999999995
2975.88,305.32
2978.88,305.32
2981.88,305.34999999999997
2984.82,305.34999999999997
2987.8199999999997,305.34999999999997
2990.82,305.35999999999996
2993.8199999999997,305.37
2996.7599999999998,305.4
2999.76,305.40999999999997
3002.7599999999998,305.42999999999995
3005.7,305.42999999999995
3008.7000000000003,305.45
3011.7,305.46999999999997
3014.64,305.46999999999997
3017.64,305.49
3020.64,305.49
3023.64,305.51
3026.58,305.52
3029.58,305.53
3032.58,305.53999999999996
3035.52,305.57
3038.52,305.57
3041.52,305.58
3044.52,305.59999999999997
3047.46,305.59
3050.46,305.60999999999996
3053.46,305.63
3056.3999999999996,305.65
3059.4,305.66999999999996
3062.4,305.69
3065.34,305.67999999999995
3068.34,305.69
3071.34,305.69
3074.3399999999997,305.71999999999997
3077.2799999999997,305.72999999999996
3080.28,305.71999999999997
3083.2799999999997,305.76
3086.22,305.77
3089.2200000000003,305.77
3092.16,305.78999999999996
3095.16,305.80999999999995
3098.1600000000003,305.82
3101.16,305.82
3104.1,305.83
3107.1,305.84
3110.1,305.85999999999996
3113.04,305.89
3116.04,305.89
3119.04,305.9
3122.04,305.9
3124.98,305.92999999999995
3127.98,305.94
3130.98,305.94
3133.98,305.96
3136.9199999999996,305.96999999999997
3139.92,305.97999999999996
3142.92,305.99
3145.8599999999997,306.0
3148.86,306.03
3151.86,306.03999999999996
3154.7999999999997,306.04999999999995
3157.8,306.05999999999995
3160.8,306.05999999999995
3163.74,306.09
3166.7400000000002,306.09
3169.7400000000002,306.09999999999997
3172.68,306.12
3175.68,306.14
3178.6800000000003,306.15
3181.68,306.15999999999997
3184.62,306.16999999999996
3187.6200000000003,306.19
3190.62,306.19
3193.56,306.2
3196.5600000000004,306.22999999999996
3199.56,306.24
3202.5,306.24
3205.5,306.26
3208.5,306.27
3211.44,306.28
3214.44,306.29999999999995
3217.44,306.29999999999995
3220.44,306.30999999999995
3223.38,306.32
3226.38,306.34
3229.38,306.35999999999996
3232.32,306.35999999999996
3235.3199999999997,306.38
3238.32,306.4
3241.26,306.4
3244.2599999999998,306.41999999999996
3247.26,306.44
3250.2599999999998,306.42999999999995
3253.2,306.46
3256.2000000000003,306.46999999999997
3259.2,306.46999999999997
3262.14,306.49
3265.14,306.51
3268.14,306.53
3271.08,306.53999999999996
3274.08,306.53999999999996
3277.08,306.55999999999995
3280.08,306.57
3283.02,306.57
3286.02,306.58
3289.02,306.60999999999996
3291.96,306.60999999999996
3294.96,306.62
3297.96,306.65
3300.96,306.65
3303.8999999999996,306.64
3306.9,306.67999999999995
3309.9,306.7
3312.84,306.69
3315.84,306.7
3318.84,306.71999999999997
3321.7799999999997,306.72999999999996
3324.7799999999997,306.75
3327.78,306.75
3330.7200000000003,306.77
3333.72,306.78
3336.7200000000003,306.79999999999995
3339.66,306.80999999999995
3342.66,306.82
3345.6600000000003,306.84
3348.66,306.84
3351.6,306.87
3354.6,306.87
3357.6,306.88
3360.54,306.90999999999997
